Pop_UID,Species_code,Pop_ID,Pop_Name,CU_ID,Lat,Lon,FAZ,JAZ,MAZ,Species,TimeSeriesData_Species,TimeSeriesData_Pop_Name,WSP_ts,Data_msg_code
PKE-05.44017,PKE,44017,NOBLE  CREEK,PKE-05,52.53955009,-129.0306691,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44022,PKE,44022,KDELMASHAN CREEK,PKE-05,52.53002199,-129.0468662,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44027,PKE,44027,SENTINEL CREEK,PKE-05,52.55124518,-129.0949466,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44032,PKE,44032,CLIFFORD CREEK,PKE-05,52.60569567,-129.1225004,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44037,PKE,44037,FLUX CREEK,PKE-05,52.60680221,-129.1230937,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44042,PKE,44042,MCDONALD CREEK,PKE-05,52.60179043,-129.1493055,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44047,PKE,44047,LITTLE KETTLE CREEK,PKE-05,52.66732233,-129.2022559,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44052,PKE,44052,SALMON CREEK,PKE-05,52.67409548,-129.1879792,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44057,PKE,44057,EAGLE CREEK,PKE-05,52.6752811,-129.175453,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44062,PKE,44062,TRENEMAN CREEK,PKE-05,52.69350932,-129.2263398,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44067,PKE,44067,STANNARD CREEK,PKE-05,52.73653003,-129.2607496,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44072,PKE,44072,BORROWMAN CREEK,PKE-05,52.73678313,-129.2615311,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44077,PKE,44077,WEST CREEK,PKE-05,52.74391945,-129.2850892,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44082,PKE,44082,WEST CREEK AND LAKE,PKE-05,52.82500584,-129.2759828,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44087,PKE,44087,ESTEVAN CREEK,PKE-05,52.98872343,-129.6064493,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44092,PKE,44092,CARTWRIGHT CREEK,PKE-05,53.02111894,-129.4296945,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44097,PKE,44097,MCMICKING CREEK,PKE-05,53.08231959,-129.4591281,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44107,PKE,44107,GIL CREEK,PKE-05,53.10644111,-129.2087842,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44112,PKE,44112,LEDGE CREEK,PKE-05,53.10392545,-129.2702129,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44117,PKE,44117,WINDY ISLAND CREEK,PKE-05,53.10732512,-129.298636,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44122,PKE,44122,BLACK ROCK CREEK,PKE-05,53.19776468,-129.3138267,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44127,PKE,44127,TURN CREEK,PKE-05,53.22332108,-129.3029756,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44132,PKE,44132,CRANE BAY CREEK,PKE-05,53.23313516,-129.2929114,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44137,PKE,44137,TURTLE CREEK,PKE-05,53.32077121,-129.2790606,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44177,PKE,44177,LAGOON CREEK,PKE-05,53.37269544,-129.4275422,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44182,PKE,44182,STEWART CREEK,PKE-05,53.39409226,-129.416259,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44187,PKE,44187,FALSE STEWART CREEK,PKE-05,53.84102953,-130.0570748,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44192,PKE,44192,PA-AAT RIVER,PKE-05,53.81081721,-130.003507,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44197,PKE,44197,SALTER LAKE CREEK,PKE-05,53.56703642,-129.6573405,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44202,PKE,44202,TSIMTACK LAKE CREEK,PKE-05,53.38128565,-129.4663289,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44207,PKE,44207,CRIDGE INLET CREEK,PKE-05,53.34342849,-129.549672,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44212,PKE,44212,TUWARTZ CREEK,PKE-05,53.29212154,-129.54061,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44217,PKE,44217,CHERRY CREEK,PKE-05,53.24306725,-129.5011745,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44222,PKE,44222,MONCKTON INLET CREEK,PKE-05,53.32345568,-129.5809481,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44227,PKE,44227,PORT STEPHENS CREEK,PKE-05,53.36486569,-129.6491684,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44232,PKE,44232,OAR POINT CREEK,PKE-05,53.38454077,-129.8215491,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44237,PKE,44237,MIKADO CREEK,PKE-05,53.43178997,-129.8264685,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44242,PKE,44242,DEVON LAKE CREEK,PKE-05,53.45326067,-129.7717555,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44247,PKE,44247,CURTIS INLET CREEK,PKE-05,53.50088446,-129.8621889,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44252,PKE,44252,SHENEEZA CREEK,PKE-05,53.54022963,-129.8747492,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44257,PKE,44257,WILSON CREEK,PKE-05,53.56345848,-129.8872421,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44262,PKE,44262,MARKLE INLET CREEK,PKE-05,53.60892264,-129.9034156,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44267,PKE,44267,HEVENOR INLET CREEK,PKE-05,53.63255849,-129.9946359,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44272,PKE,44272,NEWCOMBE HARBOUR CREEK,PKE-05,53.71306283,-130.0765507,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44277,PKE,44277,CAPTAIN COVE CREEK,PKE-05,53.81330299,-130.1714156,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44287,PKE,44287,END HILL CREEK,PKE-05,53.59392578,-130.3627028,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44292,PKE,44292,SPENCER CREEK,PKE-05,53.5167515,-130.1236448,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44297,PKE,44297,BOLTON CREEK,PKE-05,53.40831385,-129.9395073,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44302,PKE,44302,KOORYET CREEK,PKE-05,53.34198737,-129.8836628,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44307,PKE,44307,KEECHA CREEK,PKE-05,53.30918104,-129.8300405,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44312,PKE,44312,DEER LAKE CREEK,PKE-05,53.24816074,-129.7867719,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44322,PKE,44322,LEWIS CREEK,PKE-05,53.33858063,-130.1162116,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44327,PKE,44327,INDIAN HARBOUR CREEK,PKE-05,53.3528426,-130.1585309,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44332,PKE,44332,BANKS LAKES CREEK,PKE-05,53.37841162,-130.1862359,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44342,PKE,44342,KINGKOWN INLET CREEKS,PKE-05,53.51066717,-130.2959468,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44347,PKE,44347,SKULL CREEK,PKE-05,53.5399065,-130.4831099,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44352,PKE,44352,RAWLINSON ANCHORAGE CREEK,PKE-05,53.56714007,-130.5145349,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44357,PKE,44357,DEADMAN CREEK,PKE-05,53.62363019,-130.4535711,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44362,PKE,44362,SHAW CREEK,PKE-05,53.67044405,-130.1309128,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44367,PKE,44367,RYAN CREEK,PKE-05,53.61722837,-130.1315841,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44372,PKE,44372,KESWAR CREEK,PKE-05,53.64851306,-130.3412449,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.44377,PKE,44377,HANKIN CREEK,PKE-05,53.69526694,-130.3923899,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.45925,PKE,45925,SPILLER INLET CREEK,PKE-05,52.59851241,-128.1129934,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.48416,PKE,48416,LADEKIN CREEK,PKE-05,53.19725705,-129.0618012,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.48432,PKE,48432,RESCUE BAY CREEKS,PKE-05,52.51520001,-128.2945047,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.49686,PKE,49686,TAKUSH RIVER,PKE-05,51.26390022,-127.5997163,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.49726,PKE,49726,BOSWELL CREEK,PKE-05,51.37680521,-127.4162756,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.49751,PKE,49751,HOGAN CREEK,PKE-05,51.37705973,-127.6613655,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.49776,PKE,49776,JOHNSTON CREEK,PKE-05,51.49206375,-127.5386985,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.49781,PKE,49781,NEWICHY CREEK,PKE-05,51.51224018,-127.5211355,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51692,PKE,51692,MACNAIR CREEK,PKE-05,51.71276021,-127.5611482,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51697,PKE,51697,DORIS CREEK,PKE-05,51.70978623,-127.5923323,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51702,PKE,51702,BEAVER CREEK,PKE-05,51.53788136,-127.7465335,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51712,PKE,51712,KOEYE RIVER,PKE-05,51.78038626,-127.8624678,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51717,PKE,51717,COLD CREEK,PKE-05,51.80916193,-127.8915865,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51722,PKE,51722,NAMU RIVER,PKE-05,51.85649427,-127.8649717,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51727,PKE,51727,NOOTUM RIVER,PKE-05,51.94821256,-127.6783423,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51867,PKE,51867,GOAT BUSHU CREEK,PKE-05,52.20747106,-127.8838699,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51872,PKE,51872,WALKER LAKE CREEK,PKE-05,52.26841054,-127.9063716,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51877,PKE,51877,CLATSE CREEK,PKE-05,52.33496707,-127.8371962,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51907,PKE,51907,BULLOCK CHANNEL CREEKS,PKE-05,52.38309674,-128.0699259,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51912,PKE,51912,ELLERSLIE LAGOON CREEK,PKE-05,52.52989252,-127.9963026,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51922,PKE,51922,CHAMISS CREEK,PKE-05,52.48815659,-128.1083157,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51927,PKE,51927,NEEKAS CREEK,PKE-05,52.47430971,-128.161749,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51932,PKE,51932,SPILLER LAGOON CREEK,PKE-05,52.37664127,-128.2270956,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51937,PKE,51937,TANKEEAH RIVER,PKE-05,52.29818492,-128.2615901,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51942,PKE,51942,TUNO CREEK,PKE-05,52.28301869,-128.3228584,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51952,PKE,51952,WINDFALL CREEK,PKE-05,52.38216889,-128.3220064,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51957,PKE,51957,TOM BAY CREEK,PKE-05,52.38971723,-128.2608217,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51962,PKE,51962,NAMELESS CREEK,PKE-05,52.42904965,-128.2185768,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51967,PKE,51967,SALMON BAY CREEK,PKE-05,52.48208735,-128.1952456,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.51972,PKE,51972,HIRD POINT CREEK,PKE-05,52.56890318,-128.230663,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.52447,PKE,52447,KISKOSH CREEK,PKE-05,53.57677498,-129.3498164,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.52452,PKE,52452,MISSED CREEK,PKE-05,53.50513189,-129.2871207,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.52457,PKE,52457,KEESIL CREEK,PKE-05,53.44864038,-129.2395981,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.52462,PKE,52462,HARTLEY BAY CREEK,PKE-05,53.42715764,-129.2538384,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.52467,PKE,52467,BELOWE CREEK,PKE-05,53.47636825,-129.4759865,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.52472,PKE,52472,LOWE INLET SYSTEM,PKE-05,53.55992805,-129.5624716,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.52477,PKE,52477,KLEWNUGGIT INLET CREEK,PKE-05,53.66974776,-129.7123294,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.52482,PKE,52482,KXNGEAL CREEK,PKE-05,53.75667967,-129.818341,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.52487,PKE,52487,NORTHNESS CREEK,PKE-05,53.76970215,-129.8858332,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-05.52497,PKE,52497,KUMEALON CREEK,PKE-05,53.87185423,-129.9644794,HecLow,HecLow+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.3065,PKE,3065,HAWKSBURY ISLAND CREEK,PKE-06,53.49345942,-129.1035562,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.3117,PKE,3117,AIRPORT SIDE CHANNEL,PKE-06,52.38946602,-126.5736888,BCD,BCD+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.3131,PKE,3131,CLAYTON FALLS CREEK,PKE-06,52.36994453,-126.8144818,BCD,BCD+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.3133,PKE,3133,THORSEN CREEK,PKE-06,52.36818444,-126.6980225,BCD,BCD+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.3137,PKE,3137,NOOHALK CREEK,PKE-06,52.36744041,-126.6892388,BCD,BCD+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.3142,PKE,3142,FISH CREEK,PKE-06,52.38849451,-126.525866,BCD,BCD+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.3162,PKE,3162,SALLOOMT RIVER,PKE-06,52.39815471,-126.5381019,BCD,BCD+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.3173,PKE,3173,TASTSQUAN CREEK,PKE-06,52.37175028,-126.7423439,BCD,BCD+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.3431,PKE,3431,HEYSHAM CREEK,PKE-06,53.64012981,-128.8282685,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.3449,PKE,3449,JENNY BAY EAST CREEK,PKE-06,52.2343854,-127.5931091,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.3451,PKE,3451,JENNY BAY SOUTH CREEK,PKE-06,52.22333742,-127.5985601,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.3453,PKE,3453,JENNY BAY WEST CREEK,PKE-06,52.22817829,-127.6034384,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.42762,PKE,42762,JAMES BAY CREEK,PKE-06,52.72786826,-128.2311965,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.42777,PKE,42777,DUTHIE CREEK,PKE-06,52.77857547,-128.278365,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.42782,PKE,42782,WINDY BAY CREEK,PKE-06,52.7753413,-128.2031251,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.42787,PKE,42787,CANOONA RIVER,PKE-06,53.07370077,-128.569743,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.42792,PKE,42792,SODA CREEK,PKE-06,52.83625581,-128.5518932,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.43727,PKE,43727,JENNY BAY CREEKS,PKE-06,52.22333742,-127.5985601,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.43732,PKE,43732,GREEN RIVER,PKE-06,52.33015439,-127.4536537,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.43822,PKE,43822,FIFER COVE CREEK,PKE-06,52.85875875,-128.6775321,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.43827,PKE,43827,DALLY CREEK,PKE-06,52.88606861,-128.6640088,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.43862,PKE,43862,OTTY CREEK,PKE-06,52.95872564,-128.6530699,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.43867,PKE,43867,BUIE CREEK,PKE-06,52.97098088,-128.6583226,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.43872,PKE,43872,ARNOUP CREEK,PKE-06,52.97248967,-128.6813964,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.43877,PKE,43877,RONALD CREEK,PKE-06,52.94251089,-128.6840961,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.43882,PKE,43882,NIAS CREEK,PKE-06,52.9231278,-128.7440713,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.43972,PKE,43972,WEST ARM CREEK,PKE-06,53.13757254,-128.9768959,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.43977,PKE,43977,EAST ARM CREEK,PKE-06,53.16118752,-128.8907978,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.43982,PKE,43982,WHALEN LAKE CREEK,PKE-06,53.24728441,-129.0723093,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.44142,PKE,44142,GRIBBLE ISLAND CREEK,PKE-06,53.35701838,-129.1365044,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.44147,PKE,44147,RIORDAN CREEK,PKE-06,53.43281369,-128.9591163,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.44152,PKE,44152,EVELYN CREEK,PKE-06,53.58475422,-128.9541168,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.44157,PKE,44157,VERNEY PASSAGE CREEK,PKE-06,53.56809765,-128.9981915,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.44162,PKE,44162,FISHTRAP BAY CREEK,PKE-06,53.55800017,-129.0199145,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.44167,PKE,44167,LITTLE TILLHORN CREEK,PKE-06,53.5517628,-129.1674307,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.44172,PKE,44172,BIG TILLHORN CREEK,PKE-06,53.58097746,-129.1786091,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.44437,PKE,44437,WATHLSTO CREEK,PKE-06,53.94716873,-128.6553449,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.45643,PKE,45643,ATNARKO SPAWNING CHANNEL,PKE-06,52.35886932,-126.0483512,BCD,BCD+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.45711,PKE,45711,NEKITE SPAWNING CHANNEL,PKE-06,51.4397,-127.0834,RSI,RSI+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.45776,PKE,45776,HOME BAY CREEKS,PKE-06,53.27112118,-129.0730324,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.49691,PKE,49691,DOCEE RIVER,PKE-06,51.23282891,-127.3392172,RSI,RSI+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.49706,PKE,49706,WALKUM CREEK,PKE-06,51.35108568,-127.0545811,RSI,RSI+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.49711,PKE,49711,NEKITE RIVER,PKE-06,51.39954654,-127.1177046,RSI,RSI+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.49761,PKE,49761,DRANEY CREEK,PKE-06,51.40539825,-127.2434348,RSI,RSI+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.49766,PKE,49766,LOCKHART GORDON CREEK,PKE-06,51.40860158,-127.2490292,RSI,RSI+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.49771,PKE,49771,ALLARD CREEK,PKE-06,51.46467036,-127.3272446,RSI,RSI+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.49786,PKE,49786,SANDELL RIVER,PKE-06,51.56835367,-127.5155635,RSI,RSI+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.49791,PKE,49791,NICKNAQUEET RIVER,PKE-06,51.67022938,-127.2589759,RSI,RSI+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.50227,PKE,50227,AALTANHASH RIVER,PKE-06,53.14706593,-128.4767866,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.50232,PKE,50232,MARMOT COVE CREEK,PKE-06,53.171718,-128.6276891,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.50237,PKE,50237,SCOW BAY CREEK,PKE-06,53.2255114,-128.6615466,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.50242,PKE,50242,KLEKANE RIVER,PKE-06,53.24705449,-128.6865405,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.50247,PKE,50247,ANGLER COVE CREEK,PKE-06,53.31744492,-128.8829899,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.50252,PKE,50252,GOAT RIVER,PKE-06,53.36079959,-128.8461257,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.50257,PKE,50257,PARIL RIVER,PKE-06,53.48855782,-128.7658503,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.50262,PKE,50262,KILTUISH RIVER,PKE-06,53.32329879,-128.4720488,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.50267,PKE,50267,KOWESAS RIVER,PKE-06,53.33849789,-128.1204881,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.50272,PKE,50272,KITLOPE RIVER,PKE-06,53.21087108,-127.8439671,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.50277,PKE,50277,TSAYTIS RIVER,PKE-06,53.23851191,-127.8699453,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.50282,PKE,50282,KEMANO RIVER,PKE-06,53.48193894,-128.1308904,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.50287,PKE,50287,WAHOO RIVER,PKE-06,53.49224235,-128.1185872,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.50292,PKE,50292,BRIM RIVER,PKE-06,53.51051239,-128.365329,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.50297,PKE,50297,HOTSPRING CREEK,PKE-06,53.44942051,-128.5536155,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.50302,PKE,50302,CRAB RIVER,PKE-06,53.5667843,-128.7638611,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.50307,PKE,50307,PIKE CREEK,PKE-06,53.67193057,-128.799637,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
PKE-06.50312,PKE,50312,WEEWANIE CREEK,PKE-06,53.69067087,-128.7863622,NC,NC+HStr,HStr,Pink,NA,NA,no,Raw_ts
