"Year","SpnForTrend_Total","Pop_ID","Pop_Name","CU_ID","CU_Name","Dataset","SpnForAbd_Total","SpnForAbd_Wild","SpnForTrend_Wild","Recruits_Total","Recruits_Wild","DU_ID"
1973,25,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",25,"NA","NA","NA","NA","NA"
1974,50.56470422,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",50.56470422,"NA","NA","NA","NA","NA"
1975,25.88486262,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",25.88486262,"NA","NA","NA","NA","NA"
1976,23.21445136,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",23.21445136,"NA","NA","NA","NA","NA"
1977,53.99335825,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",53.99335825,"NA","NA","NA","NA","NA"
1978,100,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",100,"NA","NA","NA","NA","NA"
1979,29.52050875,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",29.52050875,"NA","NA","NA","NA","NA"
1980,59.58970798,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",59.58970798,"NA","NA","NA","NA","NA"
1981,54.33141801,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",54.33141801,"NA","NA","NA","NA","NA"
1982,55.09781381,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",55.09781381,"NA","NA","NA","NA","NA"
1983,50,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",50,"NA","NA","NA","NA","NA"
1984,65.33154724,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",65.33154724,"NA","NA","NA","NA","NA"
1985,94.05476095,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",94.05476095,"NA","NA","NA","NA","NA"
1986,25,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",25,"NA","NA","NA","NA","NA"
1987,50,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",50,"NA","NA","NA","NA","NA"
1988,71.05479314,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",71.05479314,"NA","NA","NA","NA","NA"
1989,70,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",70,"NA","NA","NA","NA","NA"
1990,73.34827458,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",73.34827458,"NA","NA","NA","NA","NA"
1991,63.59080648,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",63.59080648,"NA","NA","NA","NA","NA"
1992,75.43604157,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",75.43604157,"NA","NA","NA","NA","NA"
1993,90.15647697,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",90.15647697,"NA","NA","NA","NA","NA"
1994,35,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",35,"NA","NA","NA","NA","NA"
1995,30,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",30,"NA","NA","NA","NA","NA"
1996,12,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",12,"NA","NA","NA","NA","NA"
1997,50,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",50,"NA","NA","NA","NA","NA"
1998,140,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",140,"NA","NA","NA","NA","NA"
1999,106,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",106,"NA","NA","NA","NA","NA"
2000,50,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",50,"NA","NA","NA","NA","NA"
2001,45,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",45,"NA","NA","NA","NA","NA"
2002,93,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",93,"NA","NA","NA","NA","NA"
2003,66,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",66,"NA","NA","NA","NA","NA"
2004,98.39020843,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",98.39020843,"NA","NA","NA","NA","NA"
2005,63.99113437,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",63.99113437,"NA","NA","NA","NA","NA"
2006,156,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",156,"NA","NA","NA","NA","NA"
2007,85,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",85,"NA","NA","NA","NA","NA"
2008,40,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",40,"NA","NA","NA","NA","NA"
2009,90,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",90,"NA","NA","NA","NA","NA"
2010,2,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",2,"NA","NA","NA","NA","NA"
2011,77.55016073,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",77.55016073,"NA","NA","NA","NA","NA"
2012,111,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",111,"NA","NA","NA","NA","NA"
2013,12,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",12,"NA","NA","NA","NA","NA"
2014,3,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",3,"NA","NA","NA","NA","NA"
2015,7,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",7,"NA","NA","NA","NA","NA"
2016,58,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",58,"NA","NA","NA","NA","NA"
2017,10,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",10,"NA","NA","NA","NA","NA"
2018,3,"52856","DREW CREEK","CM-04","Georgia Strait","Cm_ISC",3,"NA","NA","NA","NA","NA"
1953,750,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",750,"NA","NA","NA","NA","NA"
1954,750,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",750,"NA","NA","NA","NA","NA"
1955,200,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",200,"NA","NA","NA","NA","NA"
1956,400,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",400,"NA","NA","NA","NA","NA"
1957,25,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",25,"NA","NA","NA","NA","NA"
1958,1500,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",1500,"NA","NA","NA","NA","NA"
1959,1500,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",1500,"NA","NA","NA","NA","NA"
1960,75,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",75,"NA","NA","NA","NA","NA"
1961,400,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",400,"NA","NA","NA","NA","NA"
1962,200,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",200,"NA","NA","NA","NA","NA"
1963,750,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",750,"NA","NA","NA","NA","NA"
1964,1500,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",1500,"NA","NA","NA","NA","NA"
1965,400,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",400,"NA","NA","NA","NA","NA"
1966,200,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",200,"NA","NA","NA","NA","NA"
1967,1500,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",1500,"NA","NA","NA","NA","NA"
1968,3500,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",3500,"NA","NA","NA","NA","NA"
1969,1500,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",1500,"NA","NA","NA","NA","NA"
1970,1500,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",1500,"NA","NA","NA","NA","NA"
1971,1500,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",1500,"NA","NA","NA","NA","NA"
1972,1500,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",1500,"NA","NA","NA","NA","NA"
1973,1500,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",1500,"NA","NA","NA","NA","NA"
1974,25,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",25,"NA","NA","NA","NA","NA"
1975,1500,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",1500,"NA","NA","NA","NA","NA"
1976,400,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",400,"NA","NA","NA","NA","NA"
1977,1000,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",1000,"NA","NA","NA","NA","NA"
1978,1317.126198,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",1317.126198,"NA","NA","NA","NA","NA"
1979,250,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",250,"NA","NA","NA","NA","NA"
1980,100,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",100,"NA","NA","NA","NA","NA"
1981,5000,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",5000,"NA","NA","NA","NA","NA"
1982,400,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",400,"NA","NA","NA","NA","NA"
1983,6000,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",6000,"NA","NA","NA","NA","NA"
1984,2500,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",2500,"NA","NA","NA","NA","NA"
1985,1280,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",1280,"NA","NA","NA","NA","NA"
1986,750,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",750,"NA","NA","NA","NA","NA"
1987,350,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",350,"NA","NA","NA","NA","NA"
1988,400,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",400,"NA","NA","NA","NA","NA"
1989,50,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",50,"NA","NA","NA","NA","NA"
1990,1503.888484,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",1503.888484,"NA","NA","NA","NA","NA"
1991,900,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",900,"NA","NA","NA","NA","NA"
1992,2000,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",2000,"NA","NA","NA","NA","NA"
1993,1848.513659,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",1848.513659,"NA","NA","NA","NA","NA"
1994,1500,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",1500,"NA","NA","NA","NA","NA"
1995,500,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",500,"NA","NA","NA","NA","NA"
1996,300,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",300,"NA","NA","NA","NA","NA"
1997,200,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",200,"NA","NA","NA","NA","NA"
1998,490,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",490,"NA","NA","NA","NA","NA"
1999,983,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",983,"NA","NA","NA","NA","NA"
2000,94,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",94,"NA","NA","NA","NA","NA"
2001,738,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",738,"NA","NA","NA","NA","NA"
2002,1515,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",1515,"NA","NA","NA","NA","NA"
2003,1732,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",1732,"NA","NA","NA","NA","NA"
2004,661,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",661,"NA","NA","NA","NA","NA"
2005,897,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",897,"NA","NA","NA","NA","NA"
2006,2189,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",2189,"NA","NA","NA","NA","NA"
2007,481,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",481,"NA","NA","NA","NA","NA"
2008,247,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",247,"NA","NA","NA","NA","NA"
2009,1786,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",1786,"NA","NA","NA","NA","NA"
2010,253,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",253,"NA","NA","NA","NA","NA"
2011,3472,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",3472,"NA","NA","NA","NA","NA"
2012,4762,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",4762,"NA","NA","NA","NA","NA"
2013,3548,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",3548,"NA","NA","NA","NA","NA"
2014,4650,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",4650,"NA","NA","NA","NA","NA"
2015,4386,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",4386,"NA","NA","NA","NA","NA"
2016,10444,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",10444,"NA","NA","NA","NA","NA"
2017,2219,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",2219,"NA","NA","NA","NA","NA"
2018,2142,"52836","OPEN BAY CREEK","CM-04","Georgia Strait","Cm_ISC",2142,"NA","NA","NA","NA","NA"
1953,123.5881137,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",123.5881137,"NA","NA","NA","NA","NA"
1954,200,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",200,"NA","NA","NA","NA","NA"
1955,57.30033491,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",57.30033491,"NA","NA","NA","NA","NA"
1956,75,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",75,"NA","NA","NA","NA","NA"
1957,25,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",25,"NA","NA","NA","NA","NA"
1958,400,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",400,"NA","NA","NA","NA","NA"
1959,200,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",200,"NA","NA","NA","NA","NA"
1960,75,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",75,"NA","NA","NA","NA","NA"
1961,75,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",75,"NA","NA","NA","NA","NA"
1962,200,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",200,"NA","NA","NA","NA","NA"
1963,200,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",200,"NA","NA","NA","NA","NA"
1964,200,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",200,"NA","NA","NA","NA","NA"
1965,25,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",25,"NA","NA","NA","NA","NA"
1966,200,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",200,"NA","NA","NA","NA","NA"
1967,200,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",200,"NA","NA","NA","NA","NA"
1968,200,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",200,"NA","NA","NA","NA","NA"
1969,75,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",75,"NA","NA","NA","NA","NA"
1970,200,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",200,"NA","NA","NA","NA","NA"
1971,200,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",200,"NA","NA","NA","NA","NA"
1972,400,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",400,"NA","NA","NA","NA","NA"
1973,400,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",400,"NA","NA","NA","NA","NA"
1974,25,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",25,"NA","NA","NA","NA","NA"
1975,75,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",75,"NA","NA","NA","NA","NA"
1976,200,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",200,"NA","NA","NA","NA","NA"
1977,250,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",250,"NA","NA","NA","NA","NA"
1978,150,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",150,"NA","NA","NA","NA","NA"
1979,300,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",300,"NA","NA","NA","NA","NA"
1980,150,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",150,"NA","NA","NA","NA","NA"
1981,200,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",200,"NA","NA","NA","NA","NA"
1982,131.7206733,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",131.7206733,"NA","NA","NA","NA","NA"
1983,150,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",150,"NA","NA","NA","NA","NA"
1984,50,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",50,"NA","NA","NA","NA","NA"
1985,250,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",250,"NA","NA","NA","NA","NA"
1986,50,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",50,"NA","NA","NA","NA","NA"
1987,40,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",40,"NA","NA","NA","NA","NA"
1988,50,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",50,"NA","NA","NA","NA","NA"
1989,69.47455282,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",69.47455282,"NA","NA","NA","NA","NA"
1990,6,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",6,"NA","NA","NA","NA","NA"
1991,40,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",40,"NA","NA","NA","NA","NA"
1992,69,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",69,"NA","NA","NA","NA","NA"
1993,215.5343566,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",215.5343566,"NA","NA","NA","NA","NA"
1994,162.6459065,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",162.6459065,"NA","NA","NA","NA","NA"
1995,77.57079573,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",77.57079573,"NA","NA","NA","NA","NA"
1996,15,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",15,"NA","NA","NA","NA","NA"
1997,104.8682942,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",104.8682942,"NA","NA","NA","NA","NA"
1998,20,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",20,"NA","NA","NA","NA","NA"
1999,77,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",77,"NA","NA","NA","NA","NA"
2000,8,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",8,"NA","NA","NA","NA","NA"
2001,35,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",35,"NA","NA","NA","NA","NA"
2002,170.7398231,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",170.7398231,"NA","NA","NA","NA","NA"
2003,47,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",47,"NA","NA","NA","NA","NA"
2004,235.2184888,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",235.2184888,"NA","NA","NA","NA","NA"
2005,152.9816652,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",152.9816652,"NA","NA","NA","NA","NA"
2006,148.9776493,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",148.9776493,"NA","NA","NA","NA","NA"
2007,187.1217867,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",187.1217867,"NA","NA","NA","NA","NA"
2008,141.554066,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",141.554066,"NA","NA","NA","NA","NA"
2009,138.3911354,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",138.3911354,"NA","NA","NA","NA","NA"
2010,96.55894972,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",96.55894972,"NA","NA","NA","NA","NA"
2011,185.3968185,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",185.3968185,"NA","NA","NA","NA","NA"
2012,253.0934054,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",253.0934054,"NA","NA","NA","NA","NA"
2013,191.3464896,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",191.3464896,"NA","NA","NA","NA","NA"
2014,187.3920075,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",187.3920075,"NA","NA","NA","NA","NA"
2015,134.8803299,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",134.8803299,"NA","NA","NA","NA","NA"
2016,309.1115199,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",309.1115199,"NA","NA","NA","NA","NA"
2017,209.8100764,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",209.8100764,"NA","NA","NA","NA","NA"
2018,194.6266331,"52806","WHITEROCK PASS CREEK","CM-04","Georgia Strait","Cm_ISC",194.6266331,"NA","NA","NA","NA","NA"
1953,75,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",75,"NA","NA","NA","NA","NA"
1954,25,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",25,"NA","NA","NA","NA","NA"
1955,25,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",25,"NA","NA","NA","NA","NA"
1956,8.913035083,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",8.913035083,"NA","NA","NA","NA","NA"
1957,17.65732964,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",17.65732964,"NA","NA","NA","NA","NA"
1958,23.26569682,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",23.26569682,"NA","NA","NA","NA","NA"
1959,13.83731164,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",13.83731164,"NA","NA","NA","NA","NA"
1960,7.131953354,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",7.131953354,"NA","NA","NA","NA","NA"
1961,8.026334495,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",8.026334495,"NA","NA","NA","NA","NA"
1962,9.597301721,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",9.597301721,"NA","NA","NA","NA","NA"
1963,5.569097492,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",5.569097492,"NA","NA","NA","NA","NA"
1964,7.897546071,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",7.897546071,"NA","NA","NA","NA","NA"
1965,5.931498444,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",5.931498444,"NA","NA","NA","NA","NA"
1966,14.97714887,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",14.97714887,"NA","NA","NA","NA","NA"
1967,9.37201226,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",9.37201226,"NA","NA","NA","NA","NA"
1968,19.69986179,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",19.69986179,"NA","NA","NA","NA","NA"
1969,14.24452008,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",14.24452008,"NA","NA","NA","NA","NA"
1970,10.53422623,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",10.53422623,"NA","NA","NA","NA","NA"
1971,6.91419111,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",6.91419111,"NA","NA","NA","NA","NA"
1972,22.37960051,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",22.37960051,"NA","NA","NA","NA","NA"
1973,16.19614348,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",16.19614348,"NA","NA","NA","NA","NA"
1974,15.77775737,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",15.77775737,"NA","NA","NA","NA","NA"
1975,8.076880669,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",8.076880669,"NA","NA","NA","NA","NA"
1976,7.243629459,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",7.243629459,"NA","NA","NA","NA","NA"
1977,16.84760386,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",16.84760386,"NA","NA","NA","NA","NA"
1978,20.04469528,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",20.04469528,"NA","NA","NA","NA","NA"
1979,9.211315122,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",9.211315122,"NA","NA","NA","NA","NA"
1980,18.5938387,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",18.5938387,"NA","NA","NA","NA","NA"
1981,16.953089,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",16.953089,"NA","NA","NA","NA","NA"
1982,17.19222828,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",17.19222828,"NA","NA","NA","NA","NA"
1983,15.86193508,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",15.86193508,"NA","NA","NA","NA","NA"
1984,20.3854708,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",20.3854708,"NA","NA","NA","NA","NA"
1985,29.34800511,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",29.34800511,"NA","NA","NA","NA","NA"
1986,14.68116276,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",14.68116276,"NA","NA","NA","NA","NA"
1987,23.60630087,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",23.60630087,"NA","NA","NA","NA","NA"
1988,22.17130118,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",22.17130118,"NA","NA","NA","NA","NA"
1989,9.067842899,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",9.067842899,"NA","NA","NA","NA","NA"
1990,22.88693858,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",22.88693858,"NA","NA","NA","NA","NA"
1991,19.84230564,"52966","WILLOW CREEK","CM-04","Georgia Strait","Cm_ISC",19.84230564,"NA","NA","NA","NA","NA"
