ReturnYear,ConservationUnit,SubPop,SpawnRDeme,TribDeme,WSP.2014.Data.Use.Categories,Final.Spawner.Estimate,Total.Escapement,Natural.Escapement,Total.Hatchery.Clipped.Escapement.Corrected,Total.Hatchery.Unclipped.Escapement.Corrected,Total.Prefishery.Abundance,prefishery.return.natural,prefishery.return.hatchery.clipped,prefishery.return.hatchery.unclipped,FN.Removals,Classroom.Removals,Fence.Mortalities,AFC.Harvest,Brood.Removed.below.or.at.estimation.site,Brood.Removed.above.estimation.site,BroodYear,Final.Clipped.ER,Smolt.Survival.MU,Final.Smolt.Survival,Average.Fry.Survival.across.CU.Years,Final.Fry.Survival,PeakCountDate,PeakSpawnDate,FinalEstType,EstClass,CompSysSurvey,DataQualClass,AdultPresent,Comments
2003,North Thompson,Middle North Thompson,Reg Christie Creek,Reg Christie Cr,green,56,56,56,0,0,64.30129751,64.30129751,0,0,0,0,0,0,0,0,2000,0.178419425,0.007511514,0.007511514,2.60E-10,2.60E-10,10/29/2003,10/29/2003,PLExp,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,MC: True Estimate (no expansion required).  PLExp estimate based on a 1.4 expansion factor.
2003,North Thompson,Lower North Thompson,Barriere River,Saskum Cr,yellow,3,3,3,0,0,3.444712367,3.444712367,0,0,0,0,0,0,0,0,2000,0.178419425,0.007511514,0.007511514,2.60E-10,2.60E-10,,,PLExp,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,MC: True Estimate (no expansion required).  PLExp estimate based on a 1.4 expansion factor.  
2003,North Thompson,Middle North Thompson,Shannon Creek,Shannon Cr,yellow,7,7,7,0,0,8.037662189,8.037662189,0,0,0,0,0,0,0,0,2000,0.178419425,0.007511514,0.007511514,2.60E-10,2.60E-10,,,PLExp,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,MC: True Estimate (no expansion required).  Two surveys were conducted.  PLExp estimate based on a 1.4 expansion factor.  
2003,North Thompson,Middle North Thompson,Tumtum Creek,Tumtum Cr,green,39,39,39,0,0,44.78126076,44.78126076,0,0,0,0,0,0,0,0,2000,0.178419425,0.007511514,0.007511514,2.60E-10,2.60E-10,10/27/2003,10/27/2003,AUC,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,MC: True Estimate (no expansion required).  AUC estimate based on a 75% OE and 12 d SL.
2003,North Thompson,Middle North Thompson,Wire Cache Creek,Wire Cache Cr,green,19,19,19,0,0,21.81651165,21.81651165,0,0,0,0,0,0,0,0,2000,0.178419425,0.007511514,0.007511514,2.60E-10,2.60E-10,10/29/2003,10/29/2003,AUC,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,MC: True Estimate (no expansion required).  AUC estimate based on a 75% OE and 12 d SL.
2004,North Thompson,Upper North Thompson,Albreda River,Albreda R,green,881,881,881,0,0,1014.275846,1014.275846,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,10/13/2004,10/26/2004,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate based on a 75% OE and 12 d SL.
2004,North Thompson,Middle North Thompson,Avola Creek,Avola Cr,green,124,124,124,0,0,142.7584619,142.7584619,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,11/5/2004,11/5/2004,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC based on 75% OE and 12 d SL.
2004,North Thompson,Lower North Thompson,Barriere River,Barriere R,green,390.1345291,390.1345291,390.1345291,0,0,449.1532686,449.1532686,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,,,AUC + Barriere Segment 2 adjustment,Type-3: High effort (5 or more surveys)  ,,,,Based on AUC estimate + Barriere Segment 2 adjustment (0.55 - see 2013 Coho NT Esc Est.xls in the 2013 folder). (Old comments: AUC estimate based on a 75% OE and 12 d SL.)
2004,North Thompson,Middle North Thompson,North Thompson River (middle),Birch Island Channel,yellow,89,89,89,0,0,102.4637347,102.4637347,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,11/23/2004,11/23/2004,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate based on a 75% OE and 12 d SL.
2004,North Thompson,Upper North Thompson,Blue River,Blue R,green,1921,1921,1921,0,0,2211.604881,2211.604881,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,11/15/2004,11/15/2004,AUC + Aerial PLExp,Type-3: High effort (5 or more surveys)  ,,,,Combined estimate.  AUC estimate (N=988) based on a 75% OE and 12 d SL.  Aerial PLExp estimate (N=933) based on a 3.0 aerial expansion factor.
2004,North Thompson,Upper North Thompson,Cedar Creek,Cedar Cr,green,10,10,10,0,0,11.51277918,11.51277918,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,11/2/2004,11/2/2004,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate based on a 75% OE and 12 d SL.
2004,North Thompson,Upper North Thompson,Cook Creek,Cook Cr,green,288,288,288,0,0,331.5680405,331.5680405,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,11/15/2004,11/15/2004,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate based on a 75% OE and 12 d SL.
2004,North Thompson,Lower North Thompson,Darlington Creek,Darlington Cr,yellow,10,10,10,0,0,11.51277918,11.51277918,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,11/10/2004,11/10/2004,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate based on 75% OE and 12 d SL.
2004,North Thompson,Lower North Thompson,Dunn Creek,Dunn Cr,green,1402,1471,1355,0,116,1694,1560,0,133.9866125,103,7,0,0,62,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,10/31/2004,,Fence,Type-1: Fence or Fishway with virtually no bypass,Complete (100%),,,DFO Employee: 14 fish are mortalities at the fence.  NuSEDs estimate will need to be changed to include removals.  Fence fishing Oct 2 and removed on Dec 14.
2004,North Thompson,Lower North Thompson,Barriere River,E Barriere R,green,2,2,2,0,0,2.302555837,2.302555837,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,,,PLExp,Type-3: High effort (5 or more surveys)  ,,,,PLExp estimate based on a 2.3 expansion factor.
2004,North Thompson,Lower North Thompson,Barriere River,Fennell Cr,green,571,571,571,0,0,657.3796915,657.3796915,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,11/5/2004,11/19/2004,AUC,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,"AUC based on 75% OE and 12 d SL.  No live fish observed in Saskum, only one carcass."
2004,North Thompson,Middle North Thompson,Finn Creek,Finn Cr,green,144,144,144,0,0,165.7840203,165.7840203,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,10/25/2004,,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate based on 75% OE and 12 d SL.
2004,North Thompson,Lower North Thompson,Barriere River,Haggard Cr,yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,,,NO,Type-3: High effort (5 or more surveys)  ,,,,No coho were observed in Haggard in 2004.
2004,North Thompson,Lower North Thompson,Barriere River,Harper Cr,yellow,2,2,2,0,0,2.302555837,2.302555837,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,,,PLExp,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,PLExp estimate based on a 2.3 expansion factor.
2004,North Thompson,Lower North Thompson,Lemieux Creek,Lemieux Cr,green,842,873,754.1869832,0,118.8130168,1005.065623,868.2788202,0,136.7868026,0,0,0,0,31,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,11/7/2004,,MR,Type-2: Mark-recapture,,,,Mike Chamberlain: Mark recapture est +d/s visual count at time of fence removal
2004,North Thompson,Lower North Thompson,Lindquist Creek,Lindquist Cr,yellow,7,7,7,0,0,8.058945429,8.058945429,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,11/10/2004,11/10/2004,PLExp,Type-3: High effort (5 or more surveys)  ,,,,PLExp estimate based on a 2.3 expansion factor.
2004,North Thompson,Lower North Thompson,Louis Creek,Louis Cr,green,1113,1139,924.6458032,0,214.3541968,1311.305549,1064.524296,0,246.7812535,0,0,0,0,26,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,10/16/2004,,MR,Type-2: Mark-recapture,,,,DFO Employee: Mark Recapture estimate.  Changed brood removal number from 25 to 26 based on raw data.
2004,North Thompson,Middle North Thompson,Lyon Creek,Lyon Cr,green,1606,1606,1606,0,0,1848.952337,1848.952337,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,,,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate based on 75% OE and 12 d SL.
2004,North Thompson,Lower North Thompson,Mann Creek,Mann Cr,green,7,7,7,0,0,8.058945429,8.058945429,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,,,PLExp,Type-3: High effort (5 or more surveys)  ,,,,PLExp estimate based on a 2.3 expansion factor.
2004,North Thompson,Middle North Thompson,North Thompson River (middle),N Thompson R (mid),green,135,135,135,0,0,155.422519,155.422519,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,,,Aerial PLExp,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,Aerial PLExp estimate based on a 3.0 aerial expansion factor.
2004,North Thompson,Upper North Thompson,North Thompson River (upper),N Thompson R (upr),yellow,312,312,312,0,0,359.1987106,359.1987106,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,,,Aerial PLExp,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,Aerial PLExp estimate based on a 3.0 aerial expansion factor.
2004,North Thompson,Lower North Thompson,Paul Creek,Paul Cr,yellow,10,10,10,0,0,11.51277918,11.51277918,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,,,infill - WSP 2014,Type-7: Infill,,,,Paul was not surveyed in 2004.
2004,North Thompson,Lower North Thompson,Peterson Creek,Peterson Cr,yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,,,NO,Type-3: High effort (5 or more surveys)  ,,,,No coho were observed during the 5 surveys conducted.
2004,North Thompson,Middle North Thompson,North Thompson River (middle),Pig Channel,yellow,323,323,323,0,0,371.8627677,371.8627677,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,11/23/2004,11/23/2004,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate based on a 75% OE and 12 d SL.
2004,North Thompson,Middle North Thompson,Raft River,Raft R,green,264,264,264,0,0,303.9373705,303.9373705,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,,,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate based on a 75% OE and 12 d SL.
2004,North Thompson,Middle North Thompson,Reg Christie Creek,Reg Christie Cr,green,92,92,92,0,0,105.9175685,105.9175685,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,11/16/2004,11/16/2004,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate based on a 75% OE and 12 d SL.
2004,North Thompson,Lower North Thompson,Barriere River,Saskum Cr,yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,,,NO,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,"No live fish were observed in Saskum in 2004, only one carcass. "
2004,North Thompson,Middle North Thompson,Shannon Creek,Shannon Cr,yellow,31,31,31,0,0,35.68961547,35.68961547,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,10/18/2004,10/18/2004,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate based on a 75% OE and 12 d SL.
2004,North Thompson,Middle North Thompson,Tumtum Creek,Tumtum Cr,green,48,48,48,0,0,55.26134009,55.26134009,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,11/15/2004,11/15/2004,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate based on a 75% OE and 12 d SL.
2004,North Thompson,Middle North Thompson,Wire Cache Creek,Wire Cache Cr,green,37,37,37,0,0,42.59728298,42.59728298,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,3.85E-10,3.85E-10,11/16/2004,11/16/2004,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate based on a 75% OE and 12 d SL.
2005,North Thompson,Upper North Thompson,Albreda River,Albreda R,green,250,250,250,0,0,287.3232962,287.3232962,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,11/1/2005,11/1/2005,AUC + Aerial PLExp,Type-3: High effort (5 or more surveys)  ,,,,Combined estimate.  AUC estimate (N=239) based on a 75% OE and 12 d SL.  Aerial PLExp estimate (N=11) based on a 2.2 expansion factor.  
2005,North Thompson,Middle North Thompson,Avola Creek,Avola Cr,green,45,45,45,0,0,51.71819331,51.71819331,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,,,infill - WSP 2014,Type-7: Infill,,,,"Avola was not surveyed in 2005 as a result of multiple, impassable beaver dams."
2005,North Thompson,Lower North Thompson,Barriere River,Barriere R,green,183.8565022,183.8565022,183.8565022,0,0,211.305025,211.305025,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,11/23/2005,11/23/2005,AUC + Barriere Segment 2 adjustment,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,Based on AUC estimate + Barriere Segment 2 adjustment (0.55 - see 2013 Coho NT Esc Est.xls in the 2013 folder). (Old comments: AUC estimate based on a 75% OE and 12 d SL.)
2005,North Thompson,Middle North Thompson,North Thompson River (middle),Birch Island Channel,yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,,,NO,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,No coho were observed during the 3 surveys conducted.
2005,North Thompson,Upper North Thompson,Blue River,Blue R,green,311,311,311,0,0,357.4301804,357.4301804,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,11/8/2005,11/21/2005,AUC + Aerial PLExp,Type-3: High effort (5 or more surveys)  ,,,,Combined estimate.  AUC estimate (N=307) based on a 75% OE and 12 d SL.  Aerial PLExp estimate (N=4) based on a 2.2 expansion factor.
2005,North Thompson,Upper North Thompson,Cedar Creek,Cedar Cr,green,5,5,5,0,0,5.746465923,5.746465923,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,,,PLExp,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,PLExp estimate based on a 2.3 expansion factor.
2005,North Thompson,Upper North Thompson,Cook Creek,Cook Cr,green,206,206,206,0,0,236.754396,236.754396,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,10/25/2005,10/25/2005,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate based on a 75% OE and 12 d SL.
2005,North Thompson,Lower North Thompson,Darlington Creek,Darlington Cr,yellow,5,5,5,0,0,5.746465923,5.746465923,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,,,PLExp,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,PLExp estimate based on a 2.3 expansion factor.
2005,North Thompson,Lower North Thompson,Dunn Creek,Dunn Cr,green,465,532,484,0,48,611,556,0,55.65941378,65,12,0,0,55,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,10/18/2005,,Fence,Type-1: Fence or Fishway with virtually no bypass,Complete (100%),,,Spreadsheet reports FN removals as 55; Master reports 65.  No estimate in NuSEDs.  Fence was fishing Oct 1 and removed on Dec 7. 
2005,North Thompson,Lower North Thompson,Barriere River,E Barriere R,green,19,19,19,0,0,21.83657051,21.83657051,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,,,PLExp,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,PLExp estimate based on a 2.3 expansion factor.
2005,North Thompson,Lower North Thompson,Barriere River,Fennell Cr,green,174,174,174,0,0,199.9770141,199.9770141,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,10/28/2005,,AUC,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,AUC based on 75% OE and 12 d SL.  No fish were observed in Saskum.
2005,North Thompson,Middle North Thompson,Finn Creek,Finn Cr,green,37,37,37,0,0,42.52384783,42.52384783,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,11/7/2005,11/7/2005,AUC,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,AUC estimate based on 75% OE and 12 d SL.
2005,North Thompson,Lower North Thompson,Barriere River,Haggard Cr,yellow,3,3,3,0,0,3.447879554,3.447879554,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,,,infill - WSP 2014,Type-7: Infill,,,,Haggard was not surveyed in 2005.
2005,North Thompson,Lower North Thompson,Barriere River,Harper Cr,yellow,5,5,5,0,0,5.746465923,5.746465923,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,,,infill - WSP 2014,Type-7: Infill,,,,Harper was not surveyed in 2005.
2005,North Thompson,Lower North Thompson,Lemieux Creek,Lemieux Cr,green,638,684,646.9795013,0,37.02049873,786.1165383,743.5691314,0,42.54740689,0,0,0,0,46,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,10/22/2005,,MR,Type-2: Mark-recapture,,,,Michael Chamberlain: mr Estimate
2005,North Thompson,Lower North Thompson,Lindquist Creek,Lindquist Cr,yellow,2,2,2,0,0,2.298586369,2.298586369,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,11/3/2005,11/3/2005,PLExp,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,PLExp estimate based on a 2.3 expansion factor.
2005,North Thompson,Lower North Thompson,Louis Creek,Louis Cr,green,1131,1177,1125.306798,0,51.6932023,1352.718078,1293.307433,0,59.4106451,0,0,0,0,46,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,10/8/2005,,MR,Type-2: Mark-recapture,,,,Michael Chamberlain: MR estimate Sue Lemke:  46 brood taken.  Eight of the first 13 fish were not wanded.
2005,North Thompson,Middle North Thompson,Lyon Creek,Lyon Cr,green,569,569,569,0,0,653.9478221,653.9478221,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,,,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate based on 75% OE and 12 d SL.
2005,North Thompson,Lower North Thompson,Mann Creek,Mann Cr,green,9,9,9,0,0,10.34363866,10.34363866,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,11/22/2005,11/22/2005,PLExp,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,PLExp estimate based on a 2.3 expansion factor.
2005,North Thompson,Middle North Thompson,North Thompson River (middle),N Thompson R (mid),green,144,144,144,0,0,165.4982186,165.4982186,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,,,infill - WSP 2014,Type-7: Infill,,,,Middle NT was not surveyed in 2005.
2005,North Thompson,Upper North Thompson,North Thompson River (upper),N Thompson R (upr),yellow,48,48,48,0,0,55.16607287,55.16607287,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,,,Aerial PLExp,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,Aerial peak live expanded estimate based on 2.2 expansion factor.
2005,North Thompson,Lower North Thompson,Paul Creek,Paul Cr,yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,,,NO,Type-3: High effort (5 or more surveys)  ,,,,No coho were observed during the 7 surveys conducted.
2005,North Thompson,Lower North Thompson,Peterson Creek,Peterson Cr,yellow,2,2,2,0,0,2.298586369,2.298586369,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,,,PLExp,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,PLExp estimate based on a 2.3 expansion factor.
2005,North Thompson,Middle North Thompson,North Thompson River (middle),Pig Channel,yellow,32,32,32,0,0,36.77738191,36.77738191,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,11/16/2005,11/16/2005,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate based on a 75% OE and 12 d SL.
2005,North Thompson,Middle North Thompson,Raft River,Raft R,green,60,60,60,0,0,68.95759108,68.95759108,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,11/10/2005,11/10/2005,AUC,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,AUC estimate based on a 75% OE and 12 d SL.
2005,North Thompson,Middle North Thompson,Reg Christie Creek,Reg Christie Cr,green,16,16,16,0,0,18.38869096,18.38869096,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,10/25/2005,10/25/2005,PLExp,Type-3: High effort (5 or more surveys)  ,,,,PLExp estimate based on a 2.3 expansion factor.
2005,North Thompson,Lower North Thompson,Barriere River,Saskum Cr,yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,,,NO,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,No coho were observed in Saskum in 2005.
2005,North Thompson,Middle North Thompson,Shannon Creek,Shannon Cr,yellow,23,23,23,0,0,26.43374325,26.43374325,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,11/2/2005,11/2/2005,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate based on a 75% OE and 12 d SL.
2005,North Thompson,Middle North Thompson,Tumtum Creek,Tumtum Cr,green,19,19,19,0,0,21.83657051,21.83657051,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,10/31/2005,10/31/2005,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate based on a 75% OE and 12 d SL.
2005,North Thompson,Middle North Thompson,Wire Cache Creek,Wire Cache Cr,green,116,116,116,0,0,133.3180094,133.3180094,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,1.17E-11,1.17E-11,11/9/2005,11/9/2005,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate based on a 75% OE and 12 d SL.
2006,North Thompson,Upper North Thompson,Albreda River,Albreda R,green,261,261,261,0,0,288.1112706,288.1112706,0,0,0,0,0,0,0,0,2003,0.115404055,0.000128458,0.000128458,2.22E-17,2.22E-17,10/24/2006,10/31/2006,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate based on a 75% OE and 12 d SL.
2006,North Thompson,Middle North Thompson,Avola Creek,Avola Cr,green,5,5,5,0,0,5.519372999,5.519372999,0,0,0,0,0,0,0,0,2003,0.115404055,0.000128458,0.000128458,2.22E-17,2.22E-17,11/7/2006,11/7/2006,AUC,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,AUC based on 75% OE and 12 d SL.
2006,North Thompson,Lower North Thompson,Barriere River,Barriere R,green,760.0896861,760.0896861,760.0896861,0,0,839.0436981,839.0436981,0,0,0,0,0,0,0,0,2003,0.115404055,0.000128458,0.000128458,2.22E-17,2.22E-17,11/23/2006,11/23/2006,AUC + Barriere Segment 2 adjustment,Type-3: High effort (5 or more surveys)  ,,,,Based on AUC estimate + Barriere Segment 2 adjustment (see 2013 Coho NT Esc Est.xls in the 2013 folder). New estimate is based only on (N=212) and does not include the original Aerial PLExp estimate. (Old comments: Combined estimate.  AUC estimate (N=212) was based on a 75% OE and 12 d SL.  Aerial PLExp estimate (N=127) was based on 2.2 expansion factor.)
2006,North Thompson,Middle North Thompson,North Thompson River (middle),Birch Island Channel,yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,0.115404055,0.000128458,0.000128458,2.22E-17,2.22E-17,,,NO,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,No coho were observed during the 2 complete surveys conducted as well as several spot checks.  The water level in the channel was very low throughout the spawning season.
2006,North Thompson,Upper North Thompson,Blue River,Blue R,green,948,948,948,0,0,1046.473121,1046.473121,0,0,0,0,0,0,0,0,2003,0.115404055,0.000128458,0.000128458,2.22E-17,2.22E-17,11/13/2006,,AUC + Aerial PLExp,Type-3: High effort (5 or more surveys)  ,,,,Combined estimate.  AUC estimate (N=930) based on a 75% OE and 12 d SL.  Aerial PLExp estimate (N=18) based on a 2.2 expansion factor.
2006,North Thompson,Upper North Thompson,Cedar Creek,Cedar Cr,green,3,3,3,0,0,3.3116238,3.3116238,0,0,0,0,0,0,0,0,2003,0.115404055,0.000128458,0.000128458,2.22E-17,2.22E-17,11/13/2006,,PLExp,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,PLExp estimate based on 1.6 expansion factor.
2006,North Thompson,Upper North Thompson,Cook Creek,Cook Cr,green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,0.115404055,0.000128458,0.000128458,2.22E-17,2.22E-17,,,NO,Type-3: High effort (5 or more surveys)  ,,,,No coho were observed in 2006.  Likely beaver dams lower in the system prevented access to spawning area but crew could not confirm.
2006,North Thompson,Lower North Thompson,Darlington Creek,Darlington Cr,yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,0.115404055,0.000128458,0.000128458,2.22E-17,2.22E-17,,,NO,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,No coho were observed during the two surveys conducted.  Drought conditions were observed throughout the spawning season.
2006,North Thompson,Lower North Thompson,Dunn Creek,Dunn Cr,green,620,674,671,0,3,744,741,0,2.890306553,0,0,0,0,54,0,2003,0.115404055,0.000128458,0.000128458,2.22E-17,2.22E-17,10/29/2006,,Fence,Type-1: Fence or Fishway with virtually no bypass,Complete (100%),,,"Spreadsheet reports 50 brood taken, 4 fence mortalities for a Total Return of 674.  Fence was fishing on Oct 3 and pulled on Nov 30.  No estimate in NuSEDs."
2006,North Thompson,Lower North Thompson,Barriere River,E Barriere R,green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,0.115404055,0.000128458,0.000128458,2.22E-17,2.22E-17,,,NO,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,Very low water levels upstream of South Barriere Lk FSR bridge.  Not possible for fish to pass.
