CU_ID,Species,Stock,DataType,Year,SpnForAbd_Wild,SpnForTrend_Wild,RelLBM,AbsLBM,LongTrend,PercChange,ProbDeclBelowLBM,Percentile,RelUBM,AbsUBM,NumStdMetrics,GenAvgUsed.x,Group,RapidStatus,BinLabel,BinPath,RapidScore,RelLBMCat,AbsLBMCat,LongTrendCat,PercChangeCat,ProbDeclBelowLBMCat,PercentileCat,RelUBMCat,AbsUBMCat,RelAbdCat,AbsAbdCat,GenAvgUsed.y,IntStatusRaw,IntStatus,IntStatusRaw_Short,IntStatus_Short,ConfidenceRating5,ConfidenceRating3,ConfidenceRating2,IntStatus5,IntStatus3,IntStatus2,ProxySource
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,2012,1649.94,948,NA,NA,942,-46.0513,78.4333,0.8667,NA,NA,2,4868.109082,SK-Fraser_Lat,Green,Node64," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,Green,Red,NA,Green,NA,NA,NA,NA,4868.109082,NA,NA,NA,NA,Low,Low,High,NA,NA,NA,NA
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,2013,5797.715,3724,NA,NA,952,-64.6008,98.3333,0.8361,NA,NA,2,4824.815624,SK-Fraser_Lat,Green,Node64," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,Green,Red,NA,Green,NA,NA,NA,NA,4824.815624,NA,NA,NA,NA,Low,Low,High,NA,NA,NA,NA
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,2014,4863.8624,2969,NA,NA,872,-73.7453,100,0.8226,NA,NA,2,4040.568639,SK-Fraser_Lat,Red,Node33,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange < -70",5,NA,NA,Green,Red,NA,Green,NA,NA,NA,NA,4040.568639,NA,NA,NA,NA,Moderate,Moderate,High,NA,NA,NA,NA
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,2015,6483.5096,3933,NA,NA,841,-71.4842,99.9667,0.8254,NA,NA,2,4167.533631,SK-Fraser_Lat,Red,Node33,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange < -70",5,NA,NA,Green,Red,NA,Green,NA,NA,NA,NA,4167.533631,AmberGreen,Amber,AG,A,Moderate,Moderate,High,AmberGreen,Amber,NotRed,NA
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,2016,2864.4875,1400,NA,NA,861,-60.6087,98.9,0.8281,NA,NA,2,4783.808742,SK-Fraser_Lat,Green,Node64," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,Green,Red,NA,Green,NA,NA,NA,NA,4783.808742,NA,NA,NA,NA,Low,Low,High,NA,NA,NA,NA
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,2017,5478.6122,3072,NA,NA,748,-47.0163,92.7,0.8154,NA,NA,2,4716.580298,SK-Fraser_Lat,Green,Node64," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,Green,Red,NA,Green,NA,NA,NA,NA,4716.580298,NA,NA,NA,NA,Low,Low,High,NA,NA,NA,NA
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,2018,947.085,496,NA,NA,747,-39.0826,87.1667,0.7727,NA,NA,2,3133.135317,SK-Fraser_Lat,Green,Node64," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,Green,Red,NA,Green,NA,NA,NA,NA,3133.135317,NA,NA,NA,NA,Low,Low,High,NA,NA,NA,NA
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,2019,50,25,NA,NA,450,-59.9963,92.9,0.7313,NA,NA,2,928.4726464,SK-Fraser_Lat,Green,Node64," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,Green,Red,NA,Green,NA,NA,NA,NA,928.4726464,NA,NA,NA,NA,Low,Low,High,NA,NA,NA,NA
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,2020,146,73,NA,NA,318,-82.3173,98.7333,0.6765,NA,NA,2,441.1594582,SK-Fraser_Lat,Red,Node33,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange < -70",5,NA,NA,Green,Red,NA,Green,NA,NA,NA,NA,441.1594582,NA,NA,NA,NA,Moderate,Moderate,High,NA,NA,NA,NA
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,2021,1750.3515,962,NA,NA,121,-91.5991,99.7333,0.5942,NA,NA,2,331.6723534,SK-Fraser_Lat,Red,Node33,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange < -70",5,NA,NA,Green,Red,NA,Green,NA,NA,NA,NA,331.6723534,NA,NA,NA,NA,Moderate,Moderate,High,NA,NA,NA,NA
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,2022,1189.6983,669,NA,NA,71,-95.2861,99.9667,0.5714,NA,NA,2,351.1326734,SK-Fraser_Lat,Red,Node17,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,Amber,Red,NA,Green,NA,NA,NA,NA,351.1326734,NA,NA,NA,NA,Moderate,Moderate,High,NA,NA,NA,NA
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SK-Fraser_Lat,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2002,41176.4304,24384,NA,12.35901582,NA,NA,NA,NA,NA,1.235901582,2,12359.01582,SK-Fraser_RT,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,Green,NA,NA,NA,NA,NA,Green,NA,Green,12359.01582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2003,8234.223,6043,NA,12.23823179,NA,NA,NA,NA,NA,1.223823179,2,12238.23179,SK-Fraser_RT,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,Green,NA,NA,NA,NA,NA,Green,NA,Green,12238.23179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2004,2106,986,NA,10.21258793,NA,218.7726,0.2,NA,NA,1.021258793,3,10212.58793,SK-Fraser_RT,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,Green,NA,Green,NA,NA,NA,Green,NA,Green,10212.58793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2005,386273.37,211547,NA,22.91691287,NA,269.781,0.1,NA,NA,2.291691287,3,22916.91287,SK-Fraser_RT,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,Green,NA,Green,NA,NA,NA,Green,NA,Green,22916.91287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2006,168090.741,90944,NA,32.57465973,NA,371.0526,0,NA,NA,3.257465973,3,32574.65973,SK-Fraser_RT,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,Green,NA,Green,NA,NA,NA,Green,NA,Green,32574.65973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2007,128166.705,57444,NA,64.70204935,289,529.8066,0.0667,0.8667,NA,6.470204935,4,64702.04935,SK-Fraser_RT,Green,Node64," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,Green,Green,Green,NA,Green,NA,Green,NA,Green,64702.04935,NA,NA,NA,NA,Low,Low,High,NA,NA,NA,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2008,6708.2679,4409,NA,86.43826567,423,1209.0009,0,0.875,NA,8.643826567,4,86438.26567,SK-Fraser_RT,Green,Node64," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,Green,Green,Green,NA,Green,NA,Green,NA,Green,86438.26567,NA,NA,NA,NA,Low,Low,High,NA,NA,NA,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2009,287855.77,100603,NA,80.31119482,495,1866.6602,0,0.8824,NA,8.031119482,4,80311.19482,SK-Fraser_RT,Green,Node64," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,Green,Green,Green,NA,Green,NA,Green,NA,Green,80311.19482,NA,NA,NA,NA,Low,Low,High,NA,NA,NA,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2010,713378.2488,399661,NA,115.2710117,582,2496.1518,0,0.8889,NA,11.52710117,4,115271.0117,SK-Fraser_RT,Green,Node64," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,Green,Green,Green,NA,Green,NA,Green,NA,Green,115271.0117,Green,Green,G,G,Low,Low,High,Green,Green,NotRed,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2011,729064.38,387080,NA,178.0195793,660,3265.0258,0,0.8947,NA,17.80195793,4,178019.5793,SK-Fraser_RT,Green,Node64," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,Green,Green,Green,NA,Green,NA,Green,NA,Green,178019.5793,NA,NA,NA,NA,Low,Low,High,NA,NA,NA,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2012,70272.9544,32895,NA,320.2670237,764,3367.167,0,0.9,NA,32.02670237,4,320267.0237,SK-Fraser_RT,Green,Node64," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,Green,Green,Green,NA,Green,NA,Green,NA,Green,320267.0237,NA,NA,NA,NA,Low,Low,High,NA,NA,NA,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2013,239183.2068,78023,NA,305.7744264,928,3173.6882,0,0.9048,NA,30.57744264,4,305774.4264,SK-Fraser_RT,Green,Node64," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,Green,Green,Green,NA,Green,NA,Green,NA,Green,305774.4264,NA,NA,NA,NA,Low,Low,High,NA,NA,NA,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2014,386626.1487,238373,NA,262.3578119,1012,2733.4442,0,0.9091,NA,26.23578119,4,262357.8119,SK-Fraser_RT,Green,Node64," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,Green,Green,Green,NA,Green,NA,Green,NA,Green,262357.8119,NA,NA,NA,NA,Low,Low,High,NA,NA,NA,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2015,114793.2332,58297,NA,165.2652717,897,1497.1707,0,0.8696,NA,16.52652717,4,165265.2717,SK-Fraser_RT,Green,Node64," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,Green,Green,Green,NA,Green,NA,Green,NA,Green,165265.2717,Green,Green,G,G,Low,Low,High,Green,Green,NotRed,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2016,65317.4214,34418,NA,162.2713341,707,635.5742,0,0.875,NA,16.22713341,4,162271.3341,SK-Fraser_RT,Green,Node64," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,Green,Green,Green,NA,Green,NA,Green,NA,Green,162271.3341,NA,NA,NA,NA,Low,Low,High,NA,NA,NA,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2017,48953.3502,29391,NA,109.145225,541,260.2088,0.5333,0.84,NA,10.9145225,4,109145.225,SK-Fraser_RT,Green,Node64," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,Green,Green,Green,NA,Green,NA,Green,NA,Green,109145.225,NA,NA,NA,NA,Low,Low,High,NA,NA,NA,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2018,14998.0348,8171,NA,48.43848193,360,34.06,16.4333,0.6923,NA,4.843848193,4,48438.48193,SK-Fraser_RT,Green,Node64," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,Green,Green,Green,NA,Green,NA,Green,NA,Green,48438.48193,NA,NA,NA,NA,Low,Low,High,NA,NA,NA,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2019,3689.0775,1338,NA,20.50883053,221,-57.2624,77.8,0.6296,NA,2.050883053,4,20508.83053,SK-Fraser_RT,Amber,Node65," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend < 233",3,NA,Green,Green,Red,NA,Green,NA,Green,NA,Green,20508.83053,NA,NA,NA,NA,Low,Low,Moderate,NA,NA,NA,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2020,75113.9928,51062,NA,21.23801146,138,-81.6349,96.6,0.5714,NA,2.123801146,4,21238.01146,SK-Fraser_RT,Red,Node33,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange < -70",5,NA,Green,Green,Red,NA,Green,NA,Green,NA,Green,21238.01146,NA,NA,NA,NA,Moderate,Moderate,High,NA,NA,NA,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2021,55498.5552,40628,NA,21.91485822,93,-91.5562,99.8333,0.5517,NA,2.191485822,4,21914.85822,SK-Fraser_RT,Red,Node33,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange < -70",5,NA,Green,Green,Red,NA,Green,NA,Green,NA,Green,21914.85822,NA,NA,NA,NA,Moderate,Moderate,High,NA,NA,NA,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2022,29966.1201,18778,NA,26.05479767,81,-94.5366,100,0.4667,NA,2.605479767,4,26054.79767,SK-Fraser_RT,Red,Node33,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange < -70",5,NA,Green,Green,Red,NA,Amber,NA,Green,NA,Green,26054.79767,NA,NA,NA,NA,Moderate,Moderate,High,NA,NA,NA,NA
CU-9,Sockeye,Harrison_R,Abs_Abd,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SK-Fraser_RT,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CU-11,Sockeye,Harrison_US_L,Abs_Abd,1995,21286.4628,10904,4.575515636,49.09985829,101,-49.0529,92.1667,0.4074,0.580397157,4.909985829,6,49099.85829,SK-Fraser_Lat,Amber,Node37,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Green,Red,NA,Amber,Amber,Green,Amber,Green,49099.85829,NA,NA,NA,NA,High,High,Moderate,NA,NA,NA,NA
CU-11,Sockeye,Harrison_US_L,Abs_Abd,1996,46410.9582,26848,4.395312861,47.16610232,113,-37.5869,74.5333,0.3929,0.557538711,4.716610232,6,47166.10232,SK-Fraser_Lat,Amber,Node37,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Green,Red,NA,Amber,Amber,Green,Amber,Green,47166.10232,NA,NA,NA,NA,High,High,Moderate,NA,NA,NA,NA
CU-11,Sockeye,Harrison_US_L,Abs_Abd,1997,20933.8464,10724,3.157519272,33.88333931,110,-29.1041,59.3667,0.4138,0.400526488,3.388333931,6,33883.33931,SK-Fraser_Lat,Amber,Node37,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Green,Red,NA,Amber,Amber,Green,Amber,Green,33883.33931,NA,NA,NA,NA,High,High,Moderate,NA,NA,NA,NA
CU-11,Sockeye,Harrison_US_L,Abs_Abd,1998,52831.6664,29811,3.01284403,32.33082929,99,-24.2311,48.3667,0.4333,0.382174655,3.233082929,6,32330.82929,SK-Fraser_Lat,Amber,Node37,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Green,Amber,NA,Amber,Amber,Green,Amber,Green,32330.82929,NA,NA,NA,NA,High,High,Moderate,NA,NA,NA,NA
CU-11,Sockeye,Harrison_US_L,Abs_Abd,1999,23087.6474,13106,3.074650066,32.99406986,93,-13.6256,26.6667,0.3871,0.390014656,3.299406986,6,32994.06986,SK-Fraser_Lat,Amber,Node37,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Green,Green,NA,Amber,Amber,Green,Amber,Green,32994.06986,NA,NA,NA,NA,High,High,Moderate,NA,NA,NA,NA
CU-11,Sockeye,Harrison_US_L,Abs_Abd,2000,5058.2837,2732,1.766612736,18.95752127,78,-20.7688,42.1,0.2812,0.224092122,1.895752127,6,18957.52127,SK-Fraser_Lat,Amber,Node37,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Green,Amber,NA,Amber,Amber,Green,Amber,Green,18957.52127,NA,NA,NA,NA,High,High,Moderate,NA,NA,NA,NA
CU-11,Sockeye,Harrison_US_L,Abs_Abd,2001,13090.461,8035,1.570969791,16.85807683,68,-30.3738,59.7,0.2424,0.199275114,1.685807683,6,16858.07683,SK-Fraser_Lat,Amber,Node37,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Amber,Red,NA,Red,Amber,Green,Amber,Green,16858.07683,NA,NA,NA,NA,High,High,Moderate,NA,NA,NA,NA
CU-11,Sockeye,Harrison_US_L,Abs_Abd,2002,74794.963,36269,1.713611407,18.38876401,61,-44.7354,85.8667,0.2353,0.217368985,1.838876401,6,18388.76401,SK-Fraser_Lat,Amber,Node37,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Amber,Red,NA,Red,Amber,Green,Amber,Green,18388.76401,NA,NA,NA,NA,High,High,Moderate,NA,NA,NA,NA
CU-11,Sockeye,Harrison_US_L,Abs_Abd,2003,43693.298,24683,2.009884639,21.56807206,55,-54.9696,96.9333,0.2286,0.254950791,2.156807206,6,21568.07206,SK-Fraser_Lat,Amber,Node37,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Amber,Red,NA,Red,Amber,Green,Amber,Green,21568.07206,NA,NA,NA,NA,High,High,Moderate,NA,NA,NA,NA
CU-11,Sockeye,Harrison_US_L,Abs_Abd,2004,24377.7936,13968,2.977960507,31.9564942,63,-54.5666,96.6667,0.25,0.377749733,3.19564942,6,31956.4942,SK-Fraser_Lat,Amber,Node37,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Amber,Red,NA,Red,Amber,Green,Amber,Green,31956.4942,NA,NA,NA,NA,High,High,Moderate,NA,NA,NA,NA
CU-11,Sockeye,Harrison_US_L,Abs_Abd,2005,42243.084,23597,3.991343477,42.83110686,79,-41.4088,76.9667,0.3243,0.506295813,4.283110686,6,42831.10686,SK-Fraser_Lat,Amber,Node37,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Green,Red,NA,Amber,Amber,Green,Amber,Green,42831.10686,NA,NA,NA,NA,High,High,Moderate,NA,NA,NA,NA
CU-11,Sockeye,Harrison_US_L,Abs_Abd,2006,24076.1648,13618,3.00640747,32.26175856,91,-22.2959,45.6667,0.3421,0.381358187,3.226175856,6,32261.75856,SK-Fraser_Lat,Amber,Node37,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Green,Amber,NA,Amber,Amber,Green,Amber,Green,32261.75856,NA,NA,NA,NA,High,High,Moderate,NA,NA,NA,NA
CU-11,Sockeye,Harrison_US_L,Abs_Abd,2007,30527.5438,15825,2.748635181,29.49560412,99,-4.1512,22.3333,0.4872,0.348660167,2.949560412,6,29495.60412,SK-Fraser_Lat,Amber,Node37,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Green,Green,NA,Amber,Amber,Green,Amber,Green,29495.60412,NA,NA,NA,NA,High,High,Moderate,NA,NA,NA,NA
CU-11,Sockeye,Harrison_US_L,Abs_Abd,2008,1160.5711,617,1.283915494,13.77769717,82,-14.2777,35.2,0.325,0.162862716,1.377769717,6,13777.69717,SK-Fraser_Lat,Amber,Node37,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Green,Green,NA,Amber,Amber,Green,Amber,Green,13777.69717,NA,NA,NA,NA,High,High,Moderate,NA,NA,NA,NA
CU-11,Sockeye,Harrison_US_L,Abs_Abd,2009,26026.362,12871,1.137498682,12.20649836,61,-31.1451,59.9,0.2439,0.144289967,1.220649836,6,12206.49836,SK-Fraser_Lat,Amber,Node37,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Amber,Red,NA,Red,Amber,Green,Amber,Green,12206.49836,NA,NA,NA,NA,High,High,Moderate,NA,NA,NA,NA
CU-11,Sockeye,Harrison_US_L,Abs_Abd,2010,46135.4573,25328,1.338328674,14.361605,50,-36.8946,67.2,0.1429,0.169764944,1.4361605,6,14361.605,SK-Fraser_Lat,Amber,Node37,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Red,Red,NA,Red,Amber,Green,Amber,Green,14361.605,Amber,Amber,A,A,High,High,Moderate,Amber,Amber,NotRed,NA
CU-11,Sockeye,Harrison_US_L,Abs_Abd,2011,51590.6759,24535,1.525923008,16.3746798,43,-32.6493,61.2667,0.0465,0.193560999,1.63746798,6,16374.6798,SK-Fraser_Lat,Amber,Node37,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Red,Red,NA,Red,Amber,Green,Amber,Green,16374.6798,NA,NA,NA,NA,High,High,Moderate,NA,NA,NA,NA
CU-11,Sockeye,Harrison_US_L,Abs_Abd,2012,718.9962,397,1.353774509,14.52735426,44,-46.7185,81.9,0.0455,0.171724225,1.452735426,6,14527.35426,SK-Fraser_Lat,Amber,Node37,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Red,Red,NA,Red,Amber,Green,Amber,Green,14527.35426,NA,NA,NA,NA,High,High,Moderate,NA,NA,NA,NA
CU-11,Sockeye,Harrison_US_L,Abs_Abd,2013,29720.245,15535,1.399445732,15.01745215,47,-57.3474,93.6,0.1333,0.17751755,1.501745215,6,15017.45215,SK-Fraser_Lat,Amber,Node37,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Red,Red,NA,Red,Amber,Green,Amber,Green,15017.45215,NA,NA,NA,NA,High,High,Moderate,NA,NA,NA,NA
CU-11,Sockeye,Harrison_US_L,Abs_Abd,2014,20922.1456,10446,1.148415141,12.32364288,46,-66.7457,99.3333,0.0652,0.145674703,1.232364288,6,12323.64288,SK-Fraser_Lat,Amber,Node37,"Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Red,Red,NA,Red,Amber,Green,Amber,Green,12323.64288,NA,NA,NA,NA,High,High,Moderate,NA,NA,NA,NA
